date,country,group,chemical_substance,items_1000,items,actual_cost
2023-05,England,Antidepressants,Moclobemide,0.081,81.0,1318.87129
2023-05,England,Antidepressants,Phenelzine sulfate,0.043,43.0,6956.83528
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.048,48.0,71821.18293
2023-05,England,Antidepressants,Citalopram hydrobromide,105.859,105859.0,172281.07805
2023-05,England,Antidepressants,Fluoxetine hydrochloride,50.299,50299.0,167051.84758
2023-05,England,Antidepressants,Fluvoxamine maleate,0.325,325.0,7004.6573
2023-05,England,Antidepressants,Paroxetine hydrochloride,11.661,11661.0,32847.76793
2023-05,England,Antidepressants,Sertraline hydrochloride,185.65,185650.0,335836.28574
2023-05,England,Antidepressants,Escitalopram,17.223,17223.0,38026.62709
2023-05,England,Antidepressants,Citalopram hydrochloride,0.401,401.0,8620.62762
2023-05,England,Antidepressants,Vortioxetine,2.907,2907.0,76919.33282
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.874,874.0,2092.87445
2023-05,England,Antidepressants,Oxitriptan,0.002,2.0,44.1525
2023-05,England,Antidepressants,Tryptophan,0.004,4.0,1267.86727
2023-05,England,Antidepressants,Reboxetine,0.148,148.0,2422.79415
2023-05,England,Antidepressants,Venlafaxine,43.651,43651.0,321876.75269
2023-05,England,Antidepressants,Mirtazapine,111.017,111017.0,114536.28157
2023-05,England,Antidepressants,Duloxetine hydrochloride,25.771,25771.0,91634.55851
2023-05,England,Antidepressants,Agomelatine,0.396,396.0,8398.13349
2023-05,England,Anxiolytics,Promethazine teoclate,0.259,259.0,944.86737
2023-05,England,Anxiolytics,Clobazam,4.06,4060.0,141979.99173
2023-05,England,Anxiolytics,Pregabalin,70.864,70864.0,198658.54045
2023-05,England,Anxiolytics,Clonazepam,12.176,12176.0,136841.13115
2023-05,England,Anxiolytics,Phenobarbital,1.257,1257.0,29559.68727
2023-05,England,Anxiolytics,Phenobarbital sodium,0.001,1.0,109.85138
2023-05,England,Anxiolytics,Paraldehyde,0.05,50.0,1979.23773
2023-05,England,Anxiolytics,Midazolam maleate,0.164,164.0,29005.92685
2023-05,England,Anxiolytics,Midazolam hydrochloride,1.347,1347.0,127184.55638
2023-05,England,Antidepressants,Bupropion hydrochloride,0.282,282.0,12934.10025
2023-05,England,Anxiolytics,Sodium oxybate,0.041,41.0,33654.88061
2023-05,England,Anxiolytics,Melatonin,30.887,30887.0,1228612.51337
2023-05,England,Anxiolytics,Chloral hydrate,0.188,188.0,80066.80812
2023-05,England,Anxiolytics,Clomethiazole edisilate,0.035,35.0,1443.71852
2023-05,England,Anxiolytics,Clomethiazole,0.087,87.0,2557.91588
2023-05,England,Anxiolytics,Flurazepam hydrochloride,0.001,1.0,6.34999
2023-05,England,Anxiolytics,Loprazolam mesilate,0.186,186.0,4248.31553
2023-05,England,Anxiolytics,Lormetazepam,0.133,133.0,2929.42624
2023-05,England,Anxiolytics,Nitrazepam,4.644,4644.0,37691.06487
2023-05,England,Anxiolytics,Temazepam,5.267,5267.0,121426.17851
2023-05,England,Anxiolytics,Zolpidem tartrate,9.816,9816.0,10250.48163
2023-05,England,Anxiolytics,Zopiclone,75.801,75801.0,88897.43616
2023-05,England,Anxiolytics,Buspirone hydrochloride,3.002,3002.0,32997.1057
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.44,440.0,5660.33207
2023-05,England,Anxiolytics,Diazepam,74.285,74285.0,182509.53913
2023-05,England,Anxiolytics,Lorazepam,20.791,20791.0,186368.33134
2023-05,England,Anxiolytics,Oxazepam,0.652,652.0,3810.03074
2023-05,England,Anxiolytics,Amobarbital sodium,0.007,7.0,60.85735
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.47,470.0,3028.09754
2023-05,England,Antidepressants,Flupentixol decanoate,0.494,494.0,10726.31318
2023-05,England,Antidepressants,Amitriptyline hydrochloride,267.424,267424.0,392236.28161
2023-05,England,Antidepressants,Clomipramine hydrochloride,3.393,3393.0,49447.46879
2023-05,England,Antidepressants,Dosulepin hydrochloride,6.021,6021.0,82666.20477
2023-05,England,Antidepressants,Doxepin,0.264,264.0,41926.51721
2023-05,England,Antidepressants,Imipramine hydrochloride,1.911,1911.0,12528.35138
2023-05,England,Antidepressants,Lofepramine hydrochloride,2.482,2482.0,37676.00043
2023-05,England,Antidepressants,Mianserin hydrochloride,0.015,15.0,1350.7161
2023-05,England,Antidepressants,Nortriptyline,13.0,13000.0,50252.14213
2023-05,England,Antidepressants,Trazodone hydrochloride,12.71,12710.0,52884.6656
2023-05,England,Antidepressants,Trimipramine maleate,0.171,171.0,73231.73289
2023-05,England,Antidepressants,Isocarboxazid,0.024,24.0,10451.44182
2023-05,England,Antidepressants,Moclobemide,0.108,108.0,2146.04038
2023-05,England,Antidepressants,Phenelzine sulfate,0.054,54.0,5650.09998
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.053,53.0,47467.99474
2023-05,England,Antidepressants,Citalopram hydrobromide,230.539,230539.0,378321.67154
2023-05,England,Antidepressants,Fluoxetine hydrochloride,121.037,121037.0,384267.57046
2023-05,England,Antidepressants,Fluvoxamine maleate,0.343,343.0,7163.68042
2023-05,England,Antidepressants,Paroxetine hydrochloride,20.563,20563.0,59407.14533
2023-05,England,Antidepressants,Sertraline hydrochloride,382.758,382758.0,630055.7226
2023-05,England,Antidepressants,Escitalopram,26.383,26383.0,46405.23888
2023-05,England,Antidepressants,Citalopram hydrochloride,1.278,1278.0,24340.78181
2023-05,England,Antidepressants,Vortioxetine,4.996,4996.0,113829.15225
2023-05,England,Antidepressants,Flupentixol hydrochloride,2.301,2301.0,6782.74903
2023-05,England,Antidepressants,Oxitriptan,0.004,4.0,212.38461
2023-05,England,Antidepressants,Tryptophan,0.006,6.0,837.36685
2023-05,England,Antidepressants,Reboxetine,0.297,297.0,4681.32913
2023-05,England,Antidepressants,Venlafaxine,91.082,91082.0,731819.31209
2023-05,England,Antidepressants,Mirtazapine,182.851,182851.0,212731.65535
2023-05,England,Antidepressants,Duloxetine hydrochloride,61.064,61064.0,256876.75468
2023-05,England,Antidepressants,Agomelatine,0.278,278.0,6541.56339
2023-05,England,Anxiolytics,Promethazine teoclate,0.494,494.0,2239.40067
2023-05,England,Anxiolytics,Clobazam,6.408,6408.0,288156.48633
2023-05,England,Anxiolytics,Pregabalin,153.266,153266.0,396906.39411
2023-05,England,Anxiolytics,Clonazepam,15.025,15025.0,205872.88363
2023-05,England,Anxiolytics,Phenobarbital,2.582,2582.0,40119.51613
2023-05,England,Anxiolytics,Phenobarbital sodium,0.003,3.0,424.00586
2023-05,England,Anxiolytics,Paraldehyde,0.015,15.0,450.50323
2023-05,England,Anxiolytics,Midazolam maleate,0.235,235.0,54967.37861
2023-05,England,Anxiolytics,Midazolam hydrochloride,1.411,1411.0,135909.32244
2023-05,England,Antidepressants,Bupropion hydrochloride,0.068,68.0,2432.78699
2023-05,England,Anxiolytics,Sodium oxybate,0.011,11.0,9831.40278
2023-05,England,Anxiolytics,Melatonin,24.025,24025.0,865225.49589
2023-05,England,Anxiolytics,Chloral hydrate,0.158,158.0,61554.91749
2023-05,England,Anxiolytics,Clomethiazole edisilate,0.012,12.0,577.4626
2023-05,England,Anxiolytics,Clomethiazole,0.199,199.0,2803.21076
2023-05,England,Anxiolytics,Loprazolam mesilate,0.223,223.0,5094.85583
2023-05,England,Anxiolytics,Lormetazepam,0.17,170.0,3164.13146
2023-05,England,Anxiolytics,Nitrazepam,5.221,5221.0,41383.19737
2023-05,England,Anxiolytics,Temazepam,5.407,5407.0,122506.62377
2023-05,England,Anxiolytics,Zolpidem tartrate,4.963,4963.0,4910.77249
2023-05,England,Anxiolytics,Zopiclone,46.07,46070.0,49935.1881
2023-05,England,Anxiolytics,Alprazolam,0.001,1.0,2.98456
2023-05,England,Anxiolytics,Buspirone hydrochloride,2.856,2856.0,25479.82105
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.31,310.0,3927.96789
2023-05,England,Anxiolytics,Diazepam,49.491,49491.0,129597.0031
2023-05,England,Anxiolytics,Lorazepam,12.779,12779.0,118326.16484
2023-05,England,Anxiolytics,Oxazepam,0.771,771.0,4319.24861
2023-05,England,Anxiolytics,Amobarbital sodium,0.001,1.0,857.05228
2023-05,England,Anxiolytics,Secobarbital sodium,0.001,1.0,166.72017
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.729,729.0,3236.67003
2023-05,England,Antidepressants,Flupentixol decanoate,0.485,485.0,8387.374
2023-05,England,Antidepressants,Amitriptyline hydrochloride,270.321,270321.0,365820.22813
2023-05,England,Antidepressants,Clomipramine hydrochloride,3.374,3374.0,41096.41789
2023-05,England,Antidepressants,Dosulepin hydrochloride,4.746,4746.0,57018.50026
2023-05,England,Antidepressants,Doxepin,0.325,325.0,60820.97669
2023-05,England,Antidepressants,Imipramine hydrochloride,1.588,1588.0,7748.89472
2023-05,England,Antidepressants,Lofepramine hydrochloride,2.786,2786.0,35355.90895
2023-05,England,Antidepressants,Mianserin hydrochloride,0.01,10.0,516.42305
2023-05,England,Antidepressants,Nortriptyline,12.616,12616.0,35848.0565
2023-05,England,Antidepressants,Trazodone hydrochloride,39.871,39871.0,114300.84769
2023-05,England,Antidepressants,Trimipramine maleate,0.238,238.0,69335.87522
2023-05,England,Antidepressants,Isocarboxazid,0.006,6.0,1935.84601
2023-05,England,Antidepressants,Moclobemide,0.123,123.0,2184.8674
2023-05,England,Antidepressants,Phenelzine sulfate,0.075,75.0,7599.26639
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.04,40.0,48399.98566
2023-05,England,Antidepressants,Citalopram hydrobromide,197.704,197704.0,298324.01123
2023-05,England,Antidepressants,Fluoxetine hydrochloride,143.665,143665.0,382933.16515
2023-05,England,Antidepressants,Fluvoxamine maleate,0.409,409.0,6824.03882
2023-05,England,Antidepressants,Paroxetine hydrochloride,19.089,19089.0,46258.39904
2023-05,England,Antidepressants,Sertraline hydrochloride,370.44,370440.0,540339.22901
2023-05,England,Antidepressants,Escitalopram,19.576,19576.0,31590.9362
2023-05,England,Antidepressants,Citalopram hydrochloride,0.855,855.0,16746.8551
2023-05,England,Antidepressants,Vortioxetine,4.209,4209.0,74979.47992
2023-05,England,Antidepressants,Flupentixol hydrochloride,2.34,2340.0,5898.84751
2023-05,England,Antidepressants,Oxitriptan,0.003,3.0,38.4134
2023-05,England,Antidepressants,Tryptophan,0.007,7.0,369.73013
2023-05,England,Antidepressants,Reboxetine,0.475,475.0,5858.31868
2023-05,England,Antidepressants,Venlafaxine,75.768,75768.0,518477.61414
2023-05,England,Antidepressants,Mirtazapine,209.757,209757.0,207016.85035
2023-05,England,Antidepressants,Duloxetine hydrochloride,75.868,75868.0,267991.06879
2023-05,England,Antidepressants,Agomelatine,0.406,406.0,5028.25157
2023-05,England,Anxiolytics,Promethazine teoclate,0.481,481.0,1883.94382
2023-05,England,Anxiolytics,Clobazam,4.32,4320.0,213486.43584
2023-05,England,Anxiolytics,Pregabalin,139.755,139755.0,328020.22472
2023-05,England,Anxiolytics,Clonazepam,13.221,13221.0,159440.59287
2023-05,England,Anxiolytics,Phenobarbital,2.415,2415.0,31347.77528
2023-05,England,Anxiolytics,Phenobarbital sodium,0.004,4.0,1189.8835
2023-05,England,Anxiolytics,Clonazepam,0.003,3.0,416.31176
2023-05,England,Anxiolytics,Paraldehyde,0.035,35.0,1279.11073
2023-05,England,Anxiolytics,Midazolam maleate,0.226,226.0,28203.33842
2023-05,England,Anxiolytics,Midazolam hydrochloride,1.051,1051.0,101364.14169
2023-05,England,Antidepressants,Bupropion hydrochloride,0.068,68.0,1835.87987
2023-05,England,Anxiolytics,Melatonin,19.716,19716.0,609871.60121
2023-05,England,Anxiolytics,Chloral hydrate,0.171,171.0,68880.60471
2023-05,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,41.2491
2023-05,England,Anxiolytics,Clomethiazole,0.052,52.0,1121.26303
2023-05,England,Anxiolytics,Loprazolam mesilate,0.182,182.0,4036.18869
2023-05,England,Anxiolytics,Lormetazepam,0.181,181.0,3208.33773
2023-05,England,Anxiolytics,Nitrazepam,5.517,5517.0,38056.84546
2023-05,England,Anxiolytics,Temazepam,3.718,3718.0,86003.15773
2023-05,England,Anxiolytics,Zolpidem tartrate,7.193,7193.0,7192.85097
2023-05,England,Anxiolytics,Zopiclone,53.151,53151.0,56127.25321
2023-05,England,Anxiolytics,Buspirone hydrochloride,5.919,5919.0,55955.58824
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.256,256.0,3372.42977
2023-05,England,Anxiolytics,Diazepam,53.729,53729.0,172065.43504
2023-05,England,Anxiolytics,Lorazepam,10.708,10708.0,111656.40571
2023-05,England,Anxiolytics,Oxazepam,0.631,631.0,3275.92736
2023-05,England,Anxiolytics,Butobarbital,0.001,1.0,266.41712
2023-05,England,Anxiolytics,Secobarbital sodium,0.001,1.0,10.33918
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.468,468.0,2405.49789
2023-05,England,Antidepressants,Flupentixol decanoate,0.478,478.0,9371.89461
2023-05,England,Antidepressants,Amitriptyline hydrochloride,177.664,177664.0,253798.46624
2023-05,England,Antidepressants,Clomipramine hydrochloride,2.834,2834.0,40263.90324
2023-05,England,Antidepressants,Dosulepin hydrochloride,4.302,4302.0,57489.10755
2023-05,England,Antidepressants,Doxepin,0.161,161.0,35563.86226
2023-05,England,Antidepressants,Imipramine hydrochloride,0.959,959.0,6170.43332
2023-05,England,Antidepressants,Lofepramine hydrochloride,1.224,1224.0,18366.76833
2023-05,England,Antidepressants,Mianserin hydrochloride,0.011,11.0,462.67903
2023-05,England,Antidepressants,Nortriptyline,12.938,12938.0,50283.28778
2023-05,England,Antidepressants,Trazodone hydrochloride,16.645,16645.0,75389.60213
2023-05,England,Antidepressants,Trimipramine maleate,0.118,118.0,45568.87625
2023-05,England,Antidepressants,Isocarboxazid,0.001,1.0,1548.21085
2023-05,England,Antidepressants,Moclobemide,0.058,58.0,1332.66977
2023-05,England,Antidepressants,Phenelzine sulfate,0.03,30.0,3907.12777
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.012,12.0,19442.66739
2023-05,England,Antidepressants,Citalopram hydrobromide,154.523,154523.0,243096.47568
2023-05,England,Antidepressants,Fluoxetine hydrochloride,90.996,90996.0,274849.87995
2023-05,England,Antidepressants,Fluvoxamine maleate,0.21,210.0,3970.04613
2023-05,England,Antidepressants,Paroxetine hydrochloride,16.869,16869.0,44642.83788
2023-05,England,Antidepressants,Sertraline hydrochloride,307.115,307115.0,466855.24373
2023-05,England,Antidepressants,Escitalopram,19.854,19854.0,34108.90343
2023-05,England,Antidepressants,Citalopram hydrochloride,0.684,684.0,13443.01565
2023-05,England,Antidepressants,Vortioxetine,4.107,4107.0,87136.81176
2023-05,England,Antidepressants,Flupentixol hydrochloride,1.424,1424.0,4154.99746
2023-05,England,Antidepressants,Tryptophan,0.008,8.0,594.06527
2023-05,England,Antidepressants,Reboxetine,0.262,262.0,4234.24393
2023-05,England,Antidepressants,Venlafaxine,75.793,75793.0,545716.97989
2023-05,England,Antidepressants,Mirtazapine,181.197,181197.0,190766.09633
2023-05,England,Antidepressants,Duloxetine hydrochloride,51.967,51967.0,209637.52243
2023-05,England,Antidepressants,Agomelatine,0.155,155.0,2670.66984
2023-05,England,Anxiolytics,Promethazine teoclate,0.162,162.0,780.83513
2023-05,England,Anxiolytics,Clobazam,6.244,6244.0,187523.51305
2023-05,England,Anxiolytics,Pregabalin,132.486,132486.0,326373.18002
2023-05,England,Anxiolytics,Clonazepam,9.741,9741.0,128060.75228
2023-05,England,Anxiolytics,Phenobarbital,1.753,1753.0,27876.97077
2023-05,England,Anxiolytics,Clonazepam,0.001,1.0,84.7771
2023-05,England,Anxiolytics,Paraldehyde,0.007,7.0,363.81542
2023-05,England,Anxiolytics,Midazolam maleate,0.121,121.0,17535.33795
2023-05,England,Anxiolytics,Midazolam hydrochloride,1.006,1006.0,98193.89211
2023-05,England,Antidepressants,Bupropion hydrochloride,0.062,62.0,2040.78764
2023-05,England,Anxiolytics,Sodium oxybate,0.022,22.0,19662.80557
2023-05,England,Anxiolytics,Melatonin,27.393,27393.0,858766.39812
2023-05,England,Anxiolytics,Chloral hydrate,0.122,122.0,52591.18367
2023-05,England,Anxiolytics,Clomethiazole edisilate,0.001,1.0,41.2491
2023-05,England,Anxiolytics,Clomethiazole,0.043,43.0,1249.60721
2023-05,England,Anxiolytics,Loprazolam mesilate,0.17,170.0,4035.31212
2023-05,England,Anxiolytics,Lormetazepam,0.174,174.0,3195.66131
2023-05,England,Anxiolytics,Nitrazepam,2.97,2970.0,22630.16689
2023-05,England,Anxiolytics,Temazepam,3.975,3975.0,98326.04684
2023-05,England,Anxiolytics,Zolpidem tartrate,10.291,10291.0,11442.97724
2023-05,England,Anxiolytics,Zopiclone,57.035,57035.0,75757.85316
2023-05,England,Anxiolytics,Alprazolam,0.001,1.0,1.60969
2023-05,England,Anxiolytics,Buspirone hydrochloride,2.652,2652.0,33953.07524
2023-05,England,Anxiolytics,Chlordiazepoxide hydrochloride,0.347,347.0,3646.94562
2023-05,England,Anxiolytics,Diazepam,51.654,51654.0,92391.28902
2023-05,England,Anxiolytics,Lorazepam,13.514,13514.0,123333.7787
2023-05,England,Anxiolytics,Oxazepam,1.151,1151.0,6108.37341
2023-05,England,Anxiolytics,Amobarbital sodium,0.001,1.0,109.77245
2023-05,England,Anxiolytics,Secobarbital sodium,0.001,1.0,104.76265
2023-05,England,Antidepressants,Flupentixol hydrochloride,0.282,282.0,1763.75787
2023-05,England,Antidepressants,Flupentixol decanoate,0.435,435.0,6285.87081
2023-05,England,Antidepressants,Amitriptyline hydrochloride,164.13,164130.0,274074.89302
2023-05,England,Antidepressants,Clomipramine hydrochloride,2.609,2609.0,39135.09333
2023-05,England,Antidepressants,Dosulepin hydrochloride,4.563,4563.0,68172.56676
2023-05,England,Antidepressants,Doxepin,0.181,181.0,39915.62759
2023-05,England,Antidepressants,Imipramine hydrochloride,1.61,1610.0,9032.25736
2023-05,England,Antidepressants,Lofepramine hydrochloride,1.081,1081.0,17604.01166
2023-05,England,Antidepressants,Mianserin hydrochloride,0.015,15.0,806.11729
2023-05,England,Antidepressants,Nortriptyline,10.402,10402.0,44587.30425
2023-05,England,Antidepressants,Trazodone hydrochloride,14.304,14304.0,60132.67159
2023-05,England,Antidepressants,Trimipramine maleate,0.26,260.0,109683.14165
2023-05,England,Antidepressants,Isocarboxazid,0.01,10.0,3645.24942
2023-05,England,Antidepressants,Moclobemide,0.123,123.0,2670.71828
2023-05,England,Antidepressants,Phenelzine sulfate,0.095,95.0,14835.25304
2023-05,England,Antidepressants,Tranylcypromine sulfate,0.093,93.0,139790.90632
2023-05,England,Antidepressants,Citalopram hydrobromide,163.596,163596.0,297498.0519
2023-05,England,Antidepressants,Fluoxetine hydrochloride,79.839,79839.0,282065.38034
2023-05,England,Antidepressants,Fluvoxamine maleate,0.247,247.0,5092.80614
2023-05,England,Antidepressants,Paroxetine hydrochloride,13.889,13889.0,45154.69895
2023-05,England,Antidepressants,Sertraline hydrochloride,267.464,267464.0,512321.96828
2023-05,England,Antidepressants,Escitalopram,30.974,30974.0,60356.16889
2023-05,England,Antidepressants,Citalopram hydrochloride,1.063,1063.0,21705.79308
2023-05,England,Antidepressants,Vortioxetine,6.215,6215.0,152044.33079
2023-05,England,Antidepressants,Flupentixol hydrochloride,1.108,1108.0,3459.93096
2023-05,England,Antidepressants,Tryptophan,0.003,3.0,802.52187
2023-05,England,Antidepressants,Reboxetine,0.261,261.0,4433.25736
2023-05,England,Antidepressants,Venlafaxine,68.257,68257.0,624619.50935
2023-05,England,Antidepressants,Mirtazapine,131.405,131405.0,161239.62329
2023-05,England,Antidepressants,Duloxetine hydrochloride,41.203,41203.0,188734.8319
2023-05,England,Antidepressants,Agomelatine,0.728,728.0,15639.4747
2023-05,England,Anxiolytics,Promethazine teoclate,0.248,248.0,1201.72881
2023-05,England,Anxiolytics,Clobazam,4.84,4840.0,183493.33334
2023-05,England,Anxiolytics,Pregabalin,103.293,103293.0,272639.8517
